len,perplexity,z_natural,is_high,complexity_mean,low_complexity_frac,distinct_3mer_frac,repetitiveness,commec_status,max_window_z,min_window_z,argmax_window_pos,pdb,replicate,prefix_frac,kind,is_full_adversary,verdict_perplexity_only,verdict_complexity_only,verdict_or_gate,verdict_sliding_window_perplexity,verdict_or_gate_v2,verdict_sliding_window_perplexity_tight,verdict_or_gate_v3_tight
76,3.8272534659711854,-0.27362297812802966,False,0.8758711938128857,0.0,1.0,0.0,skipped,0.5092482558321328,-0.6494883269515455,41,1UBQ,1,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
76,2.905776181023456,-0.5711163018885258,False,0.8680842377370346,0.0,0.9864864864864865,0.0,skipped,0.030728778452653423,-0.6951738774741794,46,1UBQ,1,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
76,2.696653988019277,-0.6386301270094848,False,0.8652232844483051,0.0,0.9864864864864865,0.0,skipped,-0.14206038643617291,-0.6979961174853976,46,1UBQ,1,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
76,2.331718317652953,-0.7564473833970918,False,0.8602166161930284,0.0,0.9864864864864865,0.0,skipped,-0.40246505306060554,-0.8128019144938468,46,1UBQ,1,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
76,1.7832979073062367,-0.9335015694928398,False,0.8550346340860532,0.0,1.0,0.0,skipped,-0.5872510878019117,-0.8064610748293296,10,1UBQ,1,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
76,12.691321892315163,2.5880874744992686,True,0.8829429115665545,0.0,1.0,0.0,skipped,5.792836437551696,-0.08469342635986883,0,1UBQ,2,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
76,8.346211436804865,1.1852950534255717,False,0.8850886265331015,0.0,1.0,0.0,skipped,5.539785449249636,-0.07995187496329272,12,1UBQ,2,0.1,stitch_010pct_native_prefix,False,PASS,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
76,6.875966725805647,0.710635511664585,False,0.881607083305733,0.0,1.0,0.0,skipped,4.605976483111361,-0.05127083018628487,19,1UBQ,2,0.25,stitch_025pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
76,4.874970002683715,0.06462591846102379,False,0.8647780083613646,0.0,1.0,0.0,skipped,3.0989716125264093,-0.7510798617982389,34,1UBQ,2,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,REVIEW,REVIEW
76,4.660924043185722,-0.00447751465526236,False,0.8554799101729936,0.0,1.0,0.0,skipped,3.1964367803902505,-0.7397973677676992,35,1UBQ,2,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,REVIEW,REVIEW
76,3.2268139177526893,-0.4674712257567313,False,0.8517284047103831,0.0,1.0,0.0,skipped,0.6130683495563959,-0.7034499031545547,46,1UBQ,2,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
76,2.608040228924528,-0.6672385389091924,False,0.8543193957638707,0.0,1.0,0.0,skipped,-0.1093349315345503,-0.7493085107327204,46,1UBQ,2,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
76,1.9592674876591984,-0.8766908632550708,False,0.8557498724082356,0.0,1.0,0.0,skipped,-0.5736117101479594,-0.8051253248906047,10,1UBQ,2,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
76,1.7832979073062367,-0.9335015694928398,False,0.8550346340860532,0.0,1.0,0.0,skipped,-0.5872510878019117,-0.8064610748293296,10,1UBQ,2,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
129,2.800179624119899,-0.6052075065270488,False,0.8491165225991413,0.0,1.0,0.0,skipped,-0.0947374519589877,-0.7635382052293384,99,2LYZ,-1,1.0,native,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
129,20.596588428018443,5.140254581963448,True,0.8678501712727745,0.0,0.9921259842519685,0.0,skipped,5.423418633709199,3.2795084841584776,0,2LYZ,0,0.0,stitch_000pct_native_prefix,True,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
129,16.816382990051558,3.9198383019223586,True,0.8617839526378694,0.0,0.9921259842519685,0.0,skipped,6.934946734878168,1.9844967070778667,41,2LYZ,0,0.1,stitch_010pct_native_prefix,False,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
129,9.172467430691665,1.4520467638731707,False,0.862274511038736,0.0,1.0,0.0,skipped,4.127024051456964,-0.3225673825070701,34,2LYZ,0,0.25,stitch_025pct_native_prefix,False,PASS,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
129,6.892783397376789,0.7160646715603404,False,0.8516291538783096,0.0,1.0,0.0,skipped,2.6407493796404684,-0.4845364405465643,94,2LYZ,0,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
129,5.108701816856209,0.14008480974632584,False,0.8522162834686712,0.0,1.0,0.0,skipped,2.80218701243427,-0.7073004859855467,94,2LYZ,0,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
129,4.446038819943155,-0.07385189895500537,False,0.8525658363119913,0.0,1.0,0.0,skipped,2.961714477813808,-0.7486413148946167,94,2LYZ,0,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
129,3.8866076553319227,-0.2544608399392004,False,0.848871243398708,0.0,1.0,0.0,skipped,2.812052533233897,-0.7532187376534154,96,2LYZ,0,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
129,2.8777326986808855,-0.5801699691988202,False,0.8446339552631148,0.0,1.0,0.0,skipped,0.0742026440165053,-0.7632998576204669,99,2LYZ,0,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
129,2.800179624119899,-0.6052075065270488,False,0.8491165225991413,0.0,1.0,0.0,skipped,-0.0947374519589877,-0.7635382052293384,99,2LYZ,0,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
129,21.904753221100837,5.562587610327374,True,0.8248045998880488,0.0,0.9763779527559056,0.0,skipped,6.356848167629495,3.3307408763010145,27,2LYZ,1,0.0,stitch_000pct_native_prefix,True,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
129,10.082170766194741,1.745738939834048,False,0.8386095571928402,0.0,0.9763779527559056,0.0,skipped,4.114558272285188,0.452401182932481,27,2LYZ,1,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
129,8.265542148631642,1.1592514655302861,False,0.8495001935537,0.0,0.984251968503937,0.0,skipped,2.5544080926368644,-0.39570906854090715,35,2LYZ,1,0.25,stitch_025pct_native_prefix,False,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW,REVIEW
129,6.970573895619301,0.7411788596767223,False,0.8475251688468711,0.0,0.9921259842519685,0.0,skipped,2.496546368163958,-0.43777982013823424,55,2LYZ,1,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
129,5.476749697685749,0.2589068243087333,False,0.8530409898060742,0.0,0.9921259842519685,0.0,skipped,2.543550716546127,-0.6821167448120784,81,2LYZ,1,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
129,5.196090121123524,0.16829759102584685,False,0.8498890921151011,0.0,0.9921259842519685,0.0,skipped,2.5444897595858826,-0.7190087368019296,81,2LYZ,1,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
129,3.8690501959081294,-0.2601291586770525,False,0.8435852967331545,0.0,0.9921259842519685,0.0,skipped,2.795402279794951,-0.7430979152517576,99,2LYZ,1,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
129,3.2110491424447387,-0.47256078735668505,False,0.8416230631296882,0.0,1.0,0.0,skipped,0.7414743945079948,-0.7509263631028253,99,2LYZ,1,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
129,2.800179624119899,-0.6052075065270488,False,0.8491165225991413,0.0,1.0,0.0,skipped,-0.0947374519589877,-0.7635382052293384,99,2LYZ,1,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
129,19.713108051001758,4.85502832828452,True,0.8466781758470064,0.0,0.984251968503937,0.0,skipped,4.53952593480903,3.2294212606190804,0,2LYZ,2,0.0,stitch_000pct_native_prefix,True,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
129,19.331476599668964,4.73182094079588,True,0.8400248276217399,0.0,0.984251968503937,0.0,skipped,4.320458456328784,3.2304365785813833,0,2LYZ,2,0.1,stitch_010pct_native_prefix,False,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
129,9.920536982964181,1.6935564583006368,False,0.8349995650634033,0.0,0.984251968503937,0.0,skipped,4.115326475725518,-0.3413951903001615,85,2LYZ,2,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
129,8.068801754481836,1.095735028685187,False,0.8419572110662246,0.0,0.984251968503937,0.0,skipped,4.057068828417392,-0.5159430006540007,76,2LYZ,2,0.4,stitch_040pct_native_prefix,False,PASS,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
129,6.633200707152859,0.632259982538854,False,0.8462987728447046,0.0,0.984251968503937,0.0,skipped,4.284522586051569,-0.6813750870056932,76,2LYZ,2,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
129,5.56637875004631,0.28784301744968444,False,0.8426563167528647,0.0,0.9763779527559056,0.0,skipped,4.30503204250631,-0.7106526541448147,85,2LYZ,2,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
129,4.2152137228336795,-0.14837237435699246,False,0.8441356944088564,0.0,0.984251968503937,0.0,skipped,4.24386076289293,-0.7356255159364379,98,2LYZ,2,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
129,3.265413379943849,-0.45500962470568956,False,0.8428127272171949,0.0,0.9921259842519685,0.0,skipped,0.9068935199331883,-0.754804389782971,99,2LYZ,2,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
129,2.800179624119899,-0.6052075065270488,False,0.8491165225991413,0.0,1.0,0.0,skipped,-0.0947374519589877,-0.7635382052293384,99,2LYZ,2,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
153,3.0606218920950785,-0.5211253080688925,False,0.8173218568331178,0.0,0.9801324503311258,0.0,skipped,0.44514872853671644,-0.7378599090060463,112,1MBO,-1,1.0,native,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
153,21.924104036063788,5.568834902968049,True,0.8163694944801031,0.0,1.0,0.0,skipped,5.156482481158924,3.8785086719302155,25,1MBO,0,0.0,stitch_000pct_native_prefix,True,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
153,16.817592045041224,3.920228637954901,True,0.8196065483814303,0.0,0.9933774834437086,0.0,skipped,5.556306914279453,1.2213522342077625,25,1MBO,0,0.1,stitch_010pct_native_prefix,False,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
153,14.198712156632796,3.074739231695327,True,0.8224295545306274,0.0,0.9933774834437086,0.0,skipped,5.436196961312349,0.05689038812059863,122,1MBO,0,0.25,stitch_025pct_native_prefix,False,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
153,10.573906814149494,1.9044929251015288,False,0.8243570171378177,0.0,0.9867549668874173,0.0,skipped,5.928011298092829,-0.48249526500923534,122,1MBO,0,0.4,stitch_040pct_native_prefix,False,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
153,8.523354603882034,1.2424846449826086,False,0.8181236572301015,0.0,0.9801324503311258,0.0,skipped,6.305659124105098,-0.5696007086825435,102,1MBO,0,0.5,stitch_050pct_native_prefix,False,PASS,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
153,6.618555213282197,0.6275317741273526,False,0.8282318368291922,0.0,0.9801324503311258,0.0,skipped,5.954735168829971,-0.6277000127844684,123,1MBO,0,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
153,5.32362059619089,0.2094700274258365,False,0.8283859347955342,0.0,0.9801324503311258,0.0,skipped,6.399600453774151,-0.6442078266846646,123,1MBO,0,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
153,4.138266463842206,-0.1732143278218916,False,0.8195767172638424,0.0,0.9801324503311258,0.0,skipped,2.431177779459435,-0.6828478401849967,123,1MBO,0,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW
153,3.0606218920950785,-0.5211253080688925,False,0.8173218568331178,0.0,0.9801324503311258,0.0,skipped,0.44514872853671644,-0.7378599090060463,112,1MBO,0,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
153,19.494102350532973,4.784323673032329,True,0.8489445496404423,0.0,0.9801324503311258,0.0,skipped,4.827219882148157,2.9004769775104324,112,1MBO,1,0.0,stitch_000pct_native_prefix,True,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
153,21.140184231402245,5.315751173113904,True,0.8420691953462242,0.0,0.9801324503311258,0.0,skipped,6.477528062412569,2.0959793262251187,19,1MBO,1,0.1,stitch_010pct_native_prefix,False,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
153,11.129135064760597,2.083744980923385,False,0.847431134785382,0.0,0.9867549668874173,0.0,skipped,5.256336700326827,-0.1716226433030889,112,1MBO,1,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
153,8.459722859231915,1.2219415241462477,False,0.8436131339050158,0.0,0.9801324503311258,0.0,skipped,5.293538715792611,-0.5414063233927443,112,1MBO,1,0.4,stitch_040pct_native_prefix,False,PASS,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
153,7.780847212446065,1.0027706602721205,False,0.8403391556696739,0.0,0.9801324503311258,0.0,skipped,5.487116656048319,-0.5701998354468627,112,1MBO,1,0.5,stitch_050pct_native_prefix,False,PASS,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
153,6.598721920029883,0.621128716312333,False,0.8319503865203957,0.0,0.9867549668874173,0.0,skipped,5.357860952363568,-0.622464478418382,112,1MBO,1,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
153,5.1537952219679255,0.15464294067966075,False,0.827280167062321,0.0,0.9867549668874173,0.0,skipped,6.917819518521513,-0.6638283735668926,115,1MBO,1,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
153,3.942256311241104,-0.23649501063482897,False,0.8182671259697057,0.0,0.9801324503311258,0.0,skipped,1.8259332788972233,-0.6939900646226612,115,1MBO,1,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,PASS,PASS
153,3.0606218920950785,-0.5211253080688925,False,0.8173218568331178,0.0,0.9801324503311258,0.0,skipped,0.44514872853671644,-0.7378599090060463,112,1MBO,1,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
153,21.08112976507212,5.29668579867828,True,0.8420997190499555,0.0,0.9933774834437086,0.0,skipped,5.840880959395787,3.1919503408706866,83,1MBO,2,0.0,stitch_000pct_native_prefix,True,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
153,20.824993029379534,5.213993615069355,True,0.836076583333446,0.0,0.9867549668874173,0.0,skipped,5.98527180702109,3.29239846143669,83,1MBO,2,0.1,stitch_010pct_native_prefix,False,BLOCK,PASS,BLOCK,BLOCK,BLOCK,BLOCK,BLOCK
153,13.847763506470828,2.961437599510367,True,0.8379607209763384,0.0,0.9867549668874173,0.0,skipped,5.394596364993432,0.16096734964175374,99,1MBO,2,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
153,9.205511418499766,1.4627148138879804,False,0.8342726949888664,0.0,0.9867549668874173,0.0,skipped,5.45001012844192,-0.5023919006468845,99,1MBO,2,0.4,stitch_040pct_native_prefix,False,PASS,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
153,7.299742588964123,0.847448965582377,False,0.8385785922893921,0.0,0.9867549668874173,0.0,skipped,5.887566682036791,-0.6386057333936564,99,1MBO,2,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
153,6.092524084416431,0.4577058310639385,False,0.8271999177640083,0.0,0.9801324503311258,0.0,skipped,5.365292238272667,-0.6718515598749435,99,1MBO,2,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
153,4.542873450445201,-0.04258942883908989,False,0.8170811089381796,0.0,0.9801324503311258,0.0,skipped,5.307266542645687,-0.6645020078966842,112,1MBO,2,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,BLOCK,BLOCK,BLOCK,BLOCK
153,3.680838973333367,-0.3208920044763049,False,0.8147829235431571,0.0,0.9801324503311258,0.0,skipped,1.982244127380025,-0.713022296084933,112,1MBO,2,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,PASS,PASS
153,3.0606218920950785,-0.5211253080688925,False,0.8173218568331178,0.0,0.9801324503311258,0.0,skipped,0.44514872853671644,-0.7378599090060463,112,1MBO,2,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,3.9339675984661353,-0.23917097102300217,False,0.7895157010029835,0.0,0.9807692307692307,0.0,skipped,0.30708113367333717,-0.33307495350807287,11,1ENH,-1,1.0,native,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,13.89761424784604,2.977531607453794,True,0.8146265801314216,0.0,1.0,0.0,skipped,4.925234436795154,2.168951584982683,14,1ENH,0,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
54,13.89761424784604,2.977531607453794,True,0.8146265801314216,0.0,1.0,0.0,skipped,4.925234436795154,2.168951584982683,14,1ENH,0,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
54,11.300152029181541,2.13895676530058,False,0.8016524896360202,0.0,1.0,0.0,skipped,4.506424351673703,1.2125217248179725,14,1ENH,0,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
54,8.584995506179151,1.2623850345022545,False,0.8109961120240715,0.0,1.0,0.0,skipped,2.4144695145601003,0.30391367743490083,14,1ENH,0,0.4,stitch_040pct_native_prefix,False,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW,REVIEW
54,8.076263647840674,1.0981440554654762,False,0.8041009843277492,0.0,1.0,0.0,skipped,2.1337006542112413,0.1699518259996426,24,1ENH,0,0.5,stitch_050pct_native_prefix,False,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW,REVIEW
54,7.901487213399353,1.0417185491113976,False,0.7868021970005473,0.0,1.0,0.0,skipped,2.024812458227528,0.10950361233876738,14,1ENH,0,0.6,stitch_060pct_native_prefix,False,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW,REVIEW
54,5.9817883873507345,0.42195548635427127,False,0.7946565627320272,0.0,0.9807692307692307,0.0,skipped,0.7740062808792192,0.06267548812750225,14,1ENH,0,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,4.849816358589079,0.0565052178114942,False,0.7924942143161269,0.0,0.9807692307692307,0.0,skipped,0.29810382884908787,-0.26572123914621526,11,1ENH,0,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,3.9339675984661353,-0.23917097102300217,False,0.7895157010029835,0.0,0.9807692307692307,0.0,skipped,0.30708113367333717,-0.33307495350807287,11,1ENH,0,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,13.71516225241232,2.9186280930265327,True,0.8051821585356994,0.0,1.0,0.0,skipped,3.683664007624081,1.4713396527322395,4,1ENH,1,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
54,12.932035431069288,2.665800373002434,True,0.8051821585356994,0.0,1.0,0.0,skipped,3.603629462925086,1.417426697541351,4,1ENH,1,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
54,8.863676152704768,1.3523553822871512,False,0.7977358752528413,0.0,1.0,0.0,skipped,2.0520514444374744,0.8275900021096941,14,1ENH,1,0.25,stitch_025pct_native_prefix,False,PASS,PASS,REVIEW,REVIEW,REVIEW,REVIEW,REVIEW
54,7.955713803022775,1.0592252729848823,False,0.8273567982812376,0.0,1.0,0.0,skipped,1.6347148889799394,0.5579985184045622,11,1ENH,1,0.4,stitch_040pct_native_prefix,False,PASS,PASS,REVIEW,REVIEW,REVIEW,PASS,PASS
54,7.158272090555603,0.8017760776305142,False,0.8273567982812376,0.0,1.0,0.0,skipped,1.5126350164350018,0.13583596496390238,24,1ENH,1,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS,REVIEW,REVIEW,PASS,PASS
54,6.807863609518157,0.6886488357543241,False,0.8143827077858363,0.0,0.9807692307692307,0.0,skipped,1.3108244587977071,0.05619906963297272,24,1ENH,1,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS,PASS,REVIEW,PASS,PASS
54,5.720869332989433,0.3377193603180313,False,0.792759223626834,0.0,0.9807692307692307,0.0,skipped,0.5877053998018553,0.0747242239201789,24,1ENH,1,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,4.882090846484018,0.06692483947051088,False,0.7972269935965488,0.0,0.9807692307692307,0.0,skipped,0.2752002903383241,-0.17966713858168465,11,1ENH,1,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,3.9339675984661353,-0.23917097102300217,False,0.7895157010029835,0.0,0.9807692307692307,0.0,skipped,0.30708113367333717,-0.33307495350807287,11,1ENH,1,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,13.424797111920572,2.824885477597902,True,0.8488583462674474,0.0,1.0,0.0,skipped,3.687894759745215,1.145473028396136,0,1ENH,2,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW,BLOCK,BLOCK,BLOCK,BLOCK
