len,perplexity,z_natural,is_high,complexity_mean,low_complexity_frac,distinct_3mer_frac,repetitiveness,commec_status,pdb,replicate,prefix_frac,kind,is_full_adversary,verdict_perplexity_only,verdict_complexity_only,verdict_or_gate
129,19.560989097332214,2.4412255556484954,True,0.8617839526378694,0.0,0.9921259842519685,0.0,skipped,2LYZ,0,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW
129,17.538840661703478,1.7800495677344061,True,0.862274511038736,0.0,1.0,0.0,skipped,2LYZ,0,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW
129,11.925336662525297,-0.05538149505121153,False,0.8516291538783096,0.0,1.0,0.0,skipped,2LYZ,0,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS
129,9.047233311602724,-0.9964265700995293,False,0.8522162834686712,0.0,1.0,0.0,skipped,2LYZ,0,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
129,8.332937734978639,-1.2299777156118772,False,0.8525658363119913,0.0,1.0,0.0,skipped,2LYZ,0,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
129,7.283667247721838,-1.5730546326065529,False,0.848871243398708,0.0,1.0,0.0,skipped,2LYZ,0,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
129,5.922677123713218,-2.0180536118743295,False,0.8446339552631148,0.0,1.0,0.0,skipped,2LYZ,0,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
129,5.86561219337448,-2.0367119660421986,False,0.8491165225991413,0.0,1.0,0.0,skipped,2LYZ,0,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
129,20.02043855896825,2.591450408751008,True,0.8248045998880488,0.0,0.9763779527559056,0.0,skipped,2LYZ,1,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW
129,20.69148000396051,2.810858876748119,True,0.8386095571928402,0.0,0.9763779527559056,0.0,skipped,2LYZ,1,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW
129,14.882900607275122,0.9116445790663655,False,0.8495001935537,0.0,0.984251968503937,0.0,skipped,2LYZ,1,0.25,stitch_025pct_native_prefix,False,PASS,PASS,PASS
129,11.912876915665768,-0.0594554222139556,False,0.8475251688468711,0.0,0.9921259842519685,0.0,skipped,2LYZ,1,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS
129,9.173439701404922,-0.9551612341883238,False,0.8530409898060742,0.0,0.9921259842519685,0.0,skipped,2LYZ,1,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
129,8.98010739641349,-1.018374535198382,False,0.8498890921151011,0.0,0.9921259842519685,0.0,skipped,2LYZ,1,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
129,7.7936718345615725,-1.4062999173723898,False,0.8435852967331545,0.0,0.9921259842519685,0.0,skipped,2LYZ,1,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
129,6.149372731989864,-1.9439316087032348,False,0.8416230631296882,0.0,1.0,0.0,skipped,2LYZ,1,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
129,5.86561219337448,-2.0367119660421986,False,0.8491165225991413,0.0,1.0,0.0,skipped,2LYZ,1,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
129,20.49771738307093,2.74750487660141,True,0.8466781758470064,0.0,0.984251968503937,0.0,skipped,2LYZ,2,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW
129,20.533784722008004,2.759297709428609,True,0.8400248276217399,0.0,0.984251968503937,0.0,skipped,2LYZ,2,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW
129,20.02490674036218,2.5929113570153683,True,0.8349995650634033,0.0,0.984251968503937,0.0,skipped,2LYZ,2,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW
129,11.393105918389121,-0.22940343224054183,False,0.8419572110662246,0.0,0.984251968503937,0.0,skipped,2LYZ,2,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS
129,10.027174843204058,-0.6760179399323254,False,0.8462987728447046,0.0,0.984251968503937,0.0,skipped,2LYZ,2,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
129,9.461302989179611,-0.8610394128990523,False,0.8426563167528647,0.0,0.9763779527559056,0.0,skipped,2LYZ,2,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
129,7.64291449320859,-1.4555926064490785,False,0.8441356944088564,0.0,0.984251968503937,0.0,skipped,2LYZ,2,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
129,6.541830564932401,-1.8156108134349465,False,0.8428127272171949,0.0,0.9921259842519685,0.0,skipped,2LYZ,2,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
129,5.86561219337448,-2.0367119660421986,False,0.8491165225991413,0.0,1.0,0.0,skipped,2LYZ,2,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
153,14.206984889990277,0.6906423844458132,False,0.8173218568331178,0.0,0.9801324503311258,0.0,skipped,1MBO,-1,1.0,native,False,PASS,PASS,PASS
153,20.557511504524932,2.7670555864440884,True,0.8163694944801031,0.0,1.0,0.0,skipped,1MBO,0,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW
153,20.771699898627286,2.837088142202699,True,0.8196065483814303,0.0,0.9933774834437086,0.0,skipped,1MBO,0,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW
153,19.984247603227505,2.5796171572973368,True,0.8224295545306274,0.0,0.9933774834437086,0.0,skipped,1MBO,0,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW
153,18.655656009564712,2.145211431190873,True,0.8243570171378177,0.0,0.9867549668874173,0.0,skipped,1MBO,0,0.4,stitch_040pct_native_prefix,False,REVIEW,PASS,REVIEW
153,17.2787339657397,1.6950032384754719,True,0.8181236572301015,0.0,0.9801324503311258,0.0,skipped,1MBO,0,0.5,stitch_050pct_native_prefix,False,REVIEW,PASS,REVIEW
153,17.161413636849,1.6566433520348924,True,0.8282318368291922,0.0,0.9801324503311258,0.0,skipped,1MBO,0,0.6,stitch_060pct_native_prefix,False,REVIEW,PASS,REVIEW
153,16.326093929733666,1.3835212988536836,True,0.8283859347955342,0.0,0.9801324503311258,0.0,skipped,1MBO,0,0.75,stitch_075pct_native_prefix,False,REVIEW,PASS,REVIEW
153,15.684993828384906,1.1739026648342208,False,0.8195767172638424,0.0,0.9801324503311258,0.0,skipped,1MBO,0,0.9,stitch_090pct_native_prefix,False,PASS,PASS,REVIEW
153,14.206984889990277,0.6906423844458132,False,0.8173218568331178,0.0,0.9801324503311258,0.0,skipped,1MBO,0,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
153,19.757813879952984,2.5055807819030904,True,0.8489445496404423,0.0,0.9801324503311258,0.0,skipped,1MBO,1,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW
153,19.644413808583494,2.4685026906531085,True,0.8420691953462242,0.0,0.9801324503311258,0.0,skipped,1MBO,1,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW
153,20.354196411046196,2.700578242140305,True,0.847431134785382,0.0,0.9867549668874173,0.0,skipped,1MBO,1,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW
153,18.8332580269886,2.203281445862799,True,0.8436131339050158,0.0,0.9801324503311258,0.0,skipped,1MBO,1,0.4,stitch_040pct_native_prefix,False,REVIEW,PASS,REVIEW
153,18.518564665703398,2.1003870735349564,True,0.8403391556696739,0.0,0.9801324503311258,0.0,skipped,1MBO,1,0.5,stitch_050pct_native_prefix,False,REVIEW,PASS,REVIEW
153,18.229022969028684,2.005716467773168,True,0.8319503865203957,0.0,0.9867549668874173,0.0,skipped,1MBO,1,0.6,stitch_060pct_native_prefix,False,REVIEW,PASS,REVIEW
153,16.826568032567767,1.5471598594739226,True,0.827280167062321,0.0,0.9867549668874173,0.0,skipped,1MBO,1,0.75,stitch_075pct_native_prefix,False,REVIEW,PASS,REVIEW
153,15.322524349891475,1.0553870745298506,False,0.8182671259697057,0.0,0.9801324503311258,0.0,skipped,1MBO,1,0.9,stitch_090pct_native_prefix,False,PASS,PASS,REVIEW
153,14.206984889990277,0.6906423844458132,False,0.8173218568331178,0.0,0.9801324503311258,0.0,skipped,1MBO,1,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
153,21.64894798166099,3.1239193944125336,True,0.8420997190499555,0.0,0.9933774834437086,0.0,skipped,1MBO,2,0.0,stitch_000pct_native_prefix,True,BLOCK,PASS,BLOCK
153,21.47580599677412,3.067307663596943,True,0.836076583333446,0.0,0.9867549668874173,0.0,skipped,1MBO,2,0.1,stitch_010pct_native_prefix,False,BLOCK,PASS,BLOCK
153,20.812948750393787,2.8505751591973527,True,0.8379607209763384,0.0,0.9867549668874173,0.0,skipped,1MBO,2,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW
153,18.765908822663903,2.181260472565276,True,0.8342726949888664,0.0,0.9867549668874173,0.0,skipped,1MBO,2,0.4,stitch_040pct_native_prefix,False,REVIEW,PASS,REVIEW
153,17.96734980064402,1.9201579535864748,True,0.8385785922893921,0.0,0.9867549668874173,0.0,skipped,1MBO,2,0.5,stitch_050pct_native_prefix,False,REVIEW,PASS,REVIEW
153,17.3721247103929,1.7255389384123128,True,0.8271999177640083,0.0,0.9801324503311258,0.0,skipped,1MBO,2,0.6,stitch_060pct_native_prefix,False,REVIEW,PASS,REVIEW
153,15.952169854488599,1.2612604323915488,False,0.8170811089381796,0.0,0.9801324503311258,0.0,skipped,1MBO,2,0.75,stitch_075pct_native_prefix,False,PASS,PASS,REVIEW
153,14.736161351395191,0.86366567170093,False,0.8147829235431571,0.0,0.9801324503311258,0.0,skipped,1MBO,2,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
153,14.206984889990277,0.6906423844458132,False,0.8173218568331178,0.0,0.9801324503311258,0.0,skipped,1MBO,2,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
54,5.353395133075029,-2.2041900872834024,False,0.7895157010029835,0.0,0.9807692307692307,0.0,skipped,1ENH,-1,1.0,native,False,PASS,PASS,PASS
54,12.714303871400276,0.2025848167035154,False,0.8146265801314216,0.0,1.0,0.0,skipped,1ENH,0,0.0,stitch_000pct_native_prefix,True,PASS,PASS,PASS
54,12.714303871400276,0.2025848167035154,False,0.8146265801314216,0.0,1.0,0.0,skipped,1ENH,0,0.1,stitch_010pct_native_prefix,False,PASS,PASS,PASS
54,11.149476489885187,-0.30906223732027366,False,0.8016524896360202,0.0,1.0,0.0,skipped,1ENH,0,0.25,stitch_025pct_native_prefix,False,PASS,PASS,PASS
54,9.595411319856874,-0.81719040238095,False,0.8109961120240715,0.0,1.0,0.0,skipped,1ENH,0,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS
54,9.231867205105182,-0.9360573633746254,False,0.8041009843277492,0.0,1.0,0.0,skipped,1ENH,0,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
54,8.613605159102388,-1.1382087049147847,False,0.7868021970005473,0.0,1.0,0.0,skipped,1ENH,0,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
54,7.151771286128331,-1.6161802712451188,False,0.7946565627320272,0.0,0.9807692307692307,0.0,skipped,1ENH,0,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
54,6.0157018618232625,-1.9876375840315292,False,0.7924942143161269,0.0,0.9807692307692307,0.0,skipped,1ENH,0,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
54,5.353395133075029,-2.2041900872834024,False,0.7895157010029835,0.0,0.9807692307692307,0.0,skipped,1ENH,0,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
54,13.50872536491283,0.4623345000298217,False,0.8051821585356994,0.0,1.0,0.0,skipped,1ENH,1,0.0,stitch_000pct_native_prefix,True,PASS,PASS,PASS
54,13.019970977330388,0.3025279005915905,False,0.8051821585356994,0.0,1.0,0.0,skipped,1ENH,1,0.1,stitch_010pct_native_prefix,False,PASS,PASS,PASS
54,9.426828977012034,-0.8723112803102954,False,0.7977358752528413,0.0,1.0,0.0,skipped,1ENH,1,0.25,stitch_025pct_native_prefix,False,PASS,PASS,PASS
54,8.482939033463321,-1.180932227671142,False,0.8273567982812376,0.0,1.0,0.0,skipped,1ENH,1,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS
54,7.705862087844502,-1.4350108146592615,False,0.8273567982812376,0.0,1.0,0.0,skipped,1ENH,1,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
54,7.41959480568123,-1.528610794639432,False,0.8143827077858363,0.0,0.9807692307692307,0.0,skipped,1ENH,1,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
54,7.0135279803111885,-1.6613812825485936,False,0.792759223626834,0.0,0.9807692307692307,0.0,skipped,1ENH,1,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
54,5.658596066756721,-2.104399426378456,False,0.7972269935965488,0.0,0.9807692307692307,0.0,skipped,1ENH,1,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
54,5.353395133075029,-2.2041900872834024,False,0.7895157010029835,0.0,0.9807692307692307,0.0,skipped,1ENH,1,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
54,14.627040017996508,0.8279865869506831,False,0.8488583462674474,0.0,1.0,0.0,skipped,1ENH,2,0.0,stitch_000pct_native_prefix,True,PASS,PASS,PASS
54,13.579145751548227,0.4853596488678561,False,0.8403308887766391,0.0,1.0,0.0,skipped,1ENH,2,0.1,stitch_010pct_native_prefix,False,PASS,PASS,PASS
54,9.931686495363191,-0.7072394870777204,False,0.8337219073561456,0.0,1.0,0.0,skipped,1ENH,2,0.25,stitch_025pct_native_prefix,False,PASS,PASS,PASS
54,8.733094083858159,-1.0991397589965664,False,0.8095279923326216,0.0,1.0,0.0,skipped,1ENH,2,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS
54,7.8353672247727575,-1.3926668970022644,False,0.8018166997390564,0.0,1.0,0.0,skipped,1ENH,2,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
54,7.8353672247727575,-1.3926668970022644,False,0.8018166997390564,0.0,1.0,0.0,skipped,1ENH,2,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
54,6.3247003330178675,-1.8866052533398836,False,0.7903318659002266,0.0,0.9807692307692307,0.0,skipped,1ENH,2,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
54,5.401427002873144,-2.1884852466270064,False,0.7899237834516051,0.0,0.9807692307692307,0.0,skipped,1ENH,2,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
54,5.353395133075029,-2.2041900872834024,False,0.7895157010029835,0.0,0.9807692307692307,0.0,skipped,1ENH,2,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
56,7.070026354084422,-1.6429081737318108,False,0.771821085252066,0.0,1.0,0.0,skipped,1PGA,-1,1.0,native,False,PASS,PASS,PASS
56,21.922771946457967,3.21345081913354,True,0.8470575458134442,0.0,1.0,0.0,skipped,1PGA,0,0.0,stitch_000pct_native_prefix,True,BLOCK,PASS,BLOCK
56,19.863325067488045,2.5400794677687464,True,0.844991301771584,0.0,1.0,0.0,skipped,1PGA,0,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW
56,18.267034620135757,2.0181450266910743,True,0.8509368027780446,0.0,1.0,0.0,skipped,1PGA,0,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW
56,16.9067216726459,1.5733674618585085,True,0.8385393385268832,0.0,1.0,0.0,skipped,1PGA,0,0.4,stitch_040pct_native_prefix,False,REVIEW,PASS,REVIEW
56,13.952800870985829,0.6075325756325024,False,0.7966676003625391,0.0,1.0,0.0,skipped,1PGA,0,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
56,12.034068029178474,-0.01982991659262459,False,0.8117946827700355,0.0,1.0,0.0,skipped,1PGA,0,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
56,10.672125762758341,-0.4651402150931907,False,0.8045628286235249,0.0,1.0,0.0,skipped,1PGA,0,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
56,7.37245104813157,-1.5440252518190738,False,0.771821085252066,0.0,1.0,0.0,skipped,1PGA,0,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
56,7.070026354084422,-1.6429081737318108,False,0.771821085252066,0.0,1.0,0.0,skipped,1PGA,0,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
56,18.138471477456513,1.9761091101517134,True,0.8445609612317796,0.0,1.0,0.0,skipped,1PGA,1,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW
56,17.610262762668132,1.803402244190881,True,0.8384787458935341,0.0,1.0,0.0,skipped,1PGA,1,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW
56,15.712407247312841,1.1828659506259214,False,0.840175242028939,0.0,1.0,0.0,skipped,1PGA,1,0.25,stitch_025pct_native_prefix,False,PASS,PASS,REVIEW
56,13.066711631463347,0.31781055622042975,False,0.7998834832126647,0.0,1.0,0.0,skipped,1PGA,1,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS
56,13.066711631463347,0.31781055622042975,False,0.7998834832126647,0.0,1.0,0.0,skipped,1PGA,1,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
56,11.042532502878041,-0.3440294014587143,False,0.7854197749196432,0.0,1.0,0.0,skipped,1PGA,1,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
56,10.154227439142034,-0.6344759224640472,False,0.7598449555155106,0.0,1.0,0.0,skipped,1PGA,1,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
56,9.275065593060335,-0.9219329122070911,False,0.7770382819648671,0.0,1.0,0.0,skipped,1PGA,1,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
56,7.070026354084422,-1.6429081737318108,False,0.771821085252066,0.0,1.0,0.0,skipped,1PGA,1,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
56,10.999729554908951,-0.3580245567650552,False,0.8038792569646003,0.0,1.0,0.0,skipped,1PGA,2,0.0,stitch_000pct_native_prefix,True,PASS,PASS,PASS
56,10.395684999903441,-0.5555272466582021,False,0.8053023244364355,0.0,1.0,0.0,skipped,1PGA,2,0.1,stitch_010pct_native_prefix,False,PASS,PASS,PASS
56,10.080315967068064,-0.6586425413460568,False,0.8047958621981953,0.0,1.0,0.0,skipped,1PGA,2,0.25,stitch_025pct_native_prefix,False,PASS,PASS,PASS
56,10.71902243713947,-0.4498065459779521,False,0.7912285615943189,0.0,0.9814814814814815,0.0,skipped,1PGA,2,0.4,stitch_040pct_native_prefix,False,PASS,PASS,PASS
56,9.788124844119459,-0.7541794223046515,False,0.774582092472102,0.0,1.0,0.0,skipped,1PGA,2,0.5,stitch_050pct_native_prefix,False,PASS,PASS,PASS
56,9.60304272345866,-0.8146951845588154,False,0.7694164823674514,0.0,1.0,0.0,skipped,1PGA,2,0.6,stitch_060pct_native_prefix,False,PASS,PASS,PASS
56,8.805761031907657,-1.075380058512269,False,0.7714827264093115,0.0,1.0,0.0,skipped,1PGA,2,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
56,7.900142809383484,-1.3714874126513081,False,0.7787145805558223,0.0,1.0,0.0,skipped,1PGA,2,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
56,7.070026354084422,-1.6429081737318108,False,0.771821085252066,0.0,1.0,0.0,skipped,1PGA,2,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
69,13.711065507090087,0.5284930673444552,False,0.8211737253873304,0.0,0.9701492537313433,0.0,skipped,1UZC,-1,1.0,native,False,PASS,PASS,PASS
69,17.108467588222506,1.6393317366312061,True,0.8344977047101029,0.0,0.9850746268656716,0.0,skipped,1UZC,0,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW
69,16.196268544566248,1.3410726705621083,False,0.8289771843452253,0.0,0.9850746268656716,0.0,skipped,1UZC,0,0.1,stitch_010pct_native_prefix,False,PASS,PASS,REVIEW
69,17.1047317423352,1.6381102379757595,True,0.834588105665794,0.0,0.9850746268656716,0.0,skipped,1UZC,0,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW
69,16.218243684306806,1.348257818037692,True,0.8134449968765017,0.0,1.0,0.0,skipped,1UZC,0,0.4,stitch_040pct_native_prefix,False,REVIEW,PASS,REVIEW
69,15.72502109268006,1.1869902629291742,False,0.8207651100386916,0.0,1.0,0.0,skipped,1UZC,0,0.5,stitch_050pct_native_prefix,False,PASS,PASS,REVIEW
69,16.08589213464963,1.3049832170960773,False,0.8159557489067756,0.0,1.0,0.0,skipped,1UZC,0,0.6,stitch_060pct_native_prefix,False,PASS,PASS,REVIEW
69,14.147610326340857,0.6712288561972465,False,0.8438452241068617,0.0,1.0,0.0,skipped,1UZC,0,0.75,stitch_075pct_native_prefix,False,PASS,PASS,PASS
69,14.225578907035638,0.6967220160755434,False,0.8240774222576183,0.0,0.9701492537313433,0.0,skipped,1UZC,0,0.9,stitch_090pct_native_prefix,False,PASS,PASS,PASS
69,13.711065507090087,0.5284930673444552,False,0.8211737253873304,0.0,0.9701492537313433,0.0,skipped,1UZC,0,1.0,stitch_100pct_native_prefix,False,PASS,PASS,PASS
69,20.404020334373524,2.716869025322826,True,0.853161402486371,0.0,1.0,0.0,skipped,1UZC,1,0.0,stitch_000pct_native_prefix,True,REVIEW,PASS,REVIEW
69,20.365471213240625,2.704264731395046,True,0.8537664902550166,0.0,1.0,0.0,skipped,1UZC,1,0.1,stitch_010pct_native_prefix,False,REVIEW,PASS,REVIEW
69,18.343402862997955,2.043114928766526,True,0.8395192087706507,0.0,0.9850746268656716,0.0,skipped,1UZC,1,0.25,stitch_025pct_native_prefix,False,REVIEW,PASS,REVIEW
69,16.078229889822314,1.3024779152082042,False,0.8299908874625097,0.0,0.9850746268656716,0.0,skipped,1UZC,1,0.4,stitch_040pct_native_prefix,False,PASS,PASS,REVIEW
69,15.447201589830831,1.0961524287614626,False,0.8315940078398151,0.0,0.9850746268656716,0.0,skipped,1UZC,1,0.5,stitch_050pct_native_prefix,False,PASS,PASS,REVIEW
